lr-AdamW,step,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,699,0.005328341852873564,2.964651139336638e-05,0.005328341852873564,699.0,9,,,,,,,,,
,699,,,,,9,0.14537040889263153,0.0005426022689789534,0.14537040889263153,0.06696580350399017,0.00025495485169813037,0.06696580350399017,,,
,699,,,,,9,,,,,,,0.13094715774059296,0.0012168018147349358,0.13094715774059296
1e-06,749,,,,,,,,,,,,,,
,749,0.22242747247219086,0.0007623592391610146,0.22242747247219086,749.0,10,,,,,,,,,
,769,,,,,10,0.06089947372674942,0.00020951786427758634,0.06089947372674942,0.10915142297744751,0.0005356515757739544,0.10915142297744751,,,
,769,,,,,10,,,,,,,0.12290287017822266,0.0007742594461888075,0.12290287017822266
1e-06,799,,,,,,,,,,,,,,
,799,0.2759253978729248,0.0011409898288547993,0.2759253978729248,799.0,11,,,,,,,,,
,839,,,,,11,0.23509004712104797,0.008334649726748466,0.23509004712104797,0.20340228080749512,0.002119828015565872,0.20340228080749512,,,
,839,,,,,11,,,,,,,0.1699714958667755,0.0014005107805132866,0.1699714958667755
1e-06,849,,,,,,,,,,,,,,
,849,0.2307596057653427,0.0009698168723843992,0.2307596057653427,849.0,12,,,,,,,,,
1e-06,899,,,,,,,,,,,,,,
,899,0.002720169723033905,1.62678916240111e-05,0.002720169723033905,899.0,12,,,,,,,,,
,909,,,,,12,0.16458143293857574,0.003934668377041817,0.16458143293857574,0.08904759585857391,0.00033286193502135575,0.08904759585857391,,,
,909,,,,,12,,,,,,,0.13386113941669464,0.0009294142946600914,0.13386113941669464
1e-06,949,,,,,,,,,,,,,,
,949,0.004508385434746742,2.4830987968016416e-05,0.004508385434746742,949.0,13,,,,,,,,,
,979,,,,,13,0.12087183445692062,0.0005164718022570014,0.12087183445692062,0.09471981227397919,0.0004062062653247267,0.09471981227397919,,,
,979,,,,,13,,,,,,,0.1222609132528305,0.006863149348646402,0.1222609132528305
1e-06,999,,,,,,,,,,,,,,
,999,0.02613222785294056,0.00010156074858969077,0.02613222785294056,999.0,14,,,,,,,,,
1e-06,1049,,,,,,,,,,,,,,
,1049,0.07688359916210175,0.00025271548656746745,0.07688359916210175,1049.0,14,,,,,,,,,
,1049,,,,,14,0.1493222415447235,0.0009603009675629437,0.1493222415447235,0.20540587604045868,0.001562844612635672,0.20540587604045868,,,
,1049,,,,,14,,,,,,,0.1318322867155075,0.0010357474675402045,0.1318322867155075
1e-06,1099,,,,,,,,,,,,,,
,1099,0.05463086813688278,0.0001887146063381806,0.05463086813688278,1099.0,15,,,,,,,,,
,1119,,,,,15,0.0932631716132164,0.000365650252206251,0.0932631716132164,0.07655725628137589,0.00026211750810034573,0.07655725628137589,,,
,1119,,,,,15,,,,,,,0.12410969287157059,0.0077369920909404755,0.12410969287157059
1e-06,1149,,,,,,,,,,,,,,
,1149,0.020124346017837524,8.971078204922378e-05,0.020124346017837524,1149.0,16,,,,,,,,,
,1189,,,,,16,0.2197103500366211,0.0017564707668498158,0.2197103500366211,0.08197761327028275,0.0002810670412145555,0.08197761327028275,,,
,1189,,,,,16,,,,,,,0.1382528394460678,0.0015058830613270402,0.1382528394460678
1e-06,1199,,,,,,,,,,,,,,
,1199,0.010183408856391907,4.820730464416556e-05,0.010183408856391907,1199.0,17,,,,,,,,,
1e-06,1249,,,,,,,,,,,,,,
,1249,0.21906240284442902,0.0007950431318022311,0.21906240284442902,1249.0,17,,,,,,,,,
,1259,,,,,17,0.053215693682432175,0.0002164871693821624,0.053215693682432175,0.15640302002429962,0.0007207249291241169,0.15640302002429962,,,
,1259,,,,,17,,,,,,,0.10857970267534256,0.00129188213031739,0.10857970267534256
1e-06,1299,,,,,,,,,,,,,,
,1299,0.0319526270031929,0.0001200672413688153,0.0319526270031929,1299.0,18,,,,,,,,,
,1329,,,,,18,0.15051738917827606,0.0007903563673608005,0.15051738917827606,0.1509663611650467,0.002587777329608798,0.1509663611650467,,,
,1329,,,,,18,,,,,,,0.10779225081205368,0.0007644466822966933,0.10779225081205368
1e-06,1349,,,,,,,,,,,,,,
,1349,0.003011048771440983,1.7320453480351716e-05,0.003011048771440983,1349.0,19,,,,,,,,,
1e-06,1399,,,,,,,,,,,,,,
,1399,0.008951755240559578,4.5328502892516553e-05,0.008951755240559578,1399.0,19,,,,,,,,,
,1399,,,,,19,0.29768720269203186,0.01235797069966793,0.29768720269203186,0.08244828134775162,0.000492488092277199,0.08244828134775162,,,
,1399,,,,,19,,,,,,,0.14040155708789825,0.001023489865474403,0.14040155708789825
1e-06,1449,,,,,,,,,,,,,,
,1449,0.06686467677354813,0.00022165993868838996,0.06686467677354813,1449.0,20,,,,,,,,,
,1469,,,,,20,0.12656451761722565,0.0007300056167878211,0.12656451761722565,0.07146314531564713,0.00032802412169985473,0.07146314531564713,,,
,1469,,,,,20,,,,,,,0.1431313157081604,0.0015770947793498635,0.1431313157081604
1e-06,1499,,,,,,,,,,,,,,
,1499,0.04893680661916733,0.0001674032973824069,0.04893680661916733,1499.0,21,,,,,,,,,
,1539,,,,,21,0.07081735879182816,0.0004615767684299499,0.07081735879182816,0.1353093385696411,0.0009446879266761243,0.1353093385696411,,,
,1539,,,,,21,,,,,,,0.0885758101940155,0.0003957071457989514,0.0885758101940155
1e-06,1549,,,,,,,,,,,,,,
,1549,0.026069924235343933,9.9931399745401e-05,0.026069924235343933,1549.0,22,,,,,,,,,
1e-06,1599,,,,,,,,,,,,,,
,1599,0.10884258896112442,0.00036036892561241984,0.10884258896112442,1599.0,22,,,,,,,,,
,1609,,,,,22,0.07059474289417267,0.00025836858549155295,0.07059474289417267,0.04245077446103096,0.00014878212823532522,0.04245077446103096,,,
,1609,,,,,22,,,,,,,0.13012002408504486,0.0013345833867788315,0.13012002408504486
1e-06,1649,,,,,,,,,,,,,,
,1649,0.23881149291992188,0.0010699407430365682,0.23881149291992188,1649.0,23,,,,,,,,,
,1679,,,,,23,0.06832300871610641,0.00028876433498226106,0.06832300871610641,0.044208236038684845,0.00015886130859144032,0.044208236038684845,,,
,1679,,,,,23,,,,,,,0.13459542393684387,0.0014973103534430265,0.13459542393684387
1e-06,1699,,,,,,,,,,,,,,
,1699,0.045192983001470566,0.00016262101416941732,0.045192983001470566,1699.0,24,,,,,,,,,
1e-06,1749,,,,,,,,,,,,,,
,1749,0.012375570833683014,5.7843939430313185e-05,0.012375570833683014,1749.0,24,,,,,,,,,
,1749,,,,,24,0.11249198019504547,0.0006246597622521222,0.11249198019504547,0.13769635558128357,0.0008207478676922619,0.13769635558128357,,,
,1749,,,,,24,,,,,,,0.1135757714509964,0.0012695047771558166,0.1135757714509964
1e-06,1799,,,,,,,,,,,,,,
,1799,0.2721382677555084,0.0015979413874447346,0.2721382677555084,1799.0,25,,,,,,,,,
,1819,,,,,25,0.16590704023838043,0.002965217223390937,0.16590704023838043,0.1512109786272049,0.0021448032930493355,0.1512109786272049,,,
,1819,,,,,25,,,,,,,0.13190501928329468,0.00182537198998034,0.13190501928329468
1e-06,1849,,,,,,,,,,,,,,
,1849,0.10708269476890564,0.00035466821282170713,0.10708269476890564,1849.0,26,,,,,,,,,
,1889,,,,,26,0.15786688029766083,0.0022464748471975327,0.15786688029766083,0.12898904085159302,0.000576635415200144,0.12898904085159302,,,
,1889,,,,,26,,,,,,,0.12934425473213196,0.0011437097564339638,0.12934425473213196
1e-06,1899,,,,,,,,,,,,,,
,1899,0.33991754055023193,0.002650847425684333,0.33991754055023193,1899.0,27,,,,,,,,,
1e-06,1949,,,,,,,,,,,,,,
,1949,0.08322274684906006,0.0002746890822891146,0.08322274684906006,1949.0,27,,,,,,,,,
,1959,,,,,27,0.17045894265174866,0.0008408059366047382,0.17045894265174866,0.08505666255950928,0.0003038552531506866,0.08505666255950928,,,
,1959,,,,,27,,,,,,,0.11117486655712128,0.0008495650254189968,0.11117486655712128
1e-06,1999,,,,,,,,,,,,,,
,1999,0.3589065968990326,0.002884096698835492,0.3589065968990326,1999.0,28,,,,,,,,,
,1999,,,,,28,,,,,,,0.12864644825458527,0.0011136813554912806,0.12864644825458527
